libelle;libelle_complet;commune;code_insee;sti;rivoli;
IMP DE VENDEE;Impasse de Vendée;BLAGNAC;31069;310690000418;3100690261H;
PL SAINT CAPRAIS;Place Saint Caprais;TOULOUSE;31555;315558448607;3105557726J;
RUE BERTRAN;Rue Bertran;TOULOUSE;31555;315559000013;3105551111U;
RUE EDOUARD BAUDRIMONT;Rue Edouard Baudrimont;TOULOUSE;31555;315550633659;3105552892E;
RPT DES MEDAILLES MILITAIRES;Rond-point des Médaillés Militaires;TOULOUSE;31555;315559000103;3105555865L;
CHE DE L ANCIENNE TUILERIE;Chemin de l' Ancienne Tuilerie;PIBRAC;31417;314170000181;3104170015C;
IMP MAURICE ET KATIA KRAFFT;Impasse Maurice et Katia Krafft;VILLENEUVE-TOLOSANE;31588;315880000090;3105880950A;
ALL DES PYRENEES;Allée des Pyrénées;COLOMIERS;31149;311490000381;3101491050T;
RUE PETITE REPUBLIQUE;Rue Petite République;TOURNEFEUILLE;31557;315570000381;3105572960V;
RUE DE VENERQUE;Rue de Venerque;TOULOUSE;31555;315557171239;3105558776A;
IMP DES BONS ENFANTS;Impasse des Bons Enfants;TOULOUSE;31555;315550998445;3105551264K;
AV DU LAURAGAIS;Avenue du Lauragais;ST-ORENS-DE-GAMEVILLE;31506;315060000101;3105060755V;
RUE DE L EPERVIER;Rue de l'Épervier;UNION;31561;315610000091;3105610217W;
ALL ARMAND PRAVIEL;Allée Armand Praviel;COLOMIERS;31149;311490000375;3101490049E;
RUE DES MONTS DE LA MARGERIDE;Rue des Monts de la Margeride;UNION;31561;315610000153;3105610453C;
RUE DES ROSIERS;Rue des Rosiers;FONBEAUZARD;31186;311860000050;3101860130G;
RUE MGR BRUNO DE SOLAGES;Rue Monseigneur Bruno de Solages;TOULOUSE;31555;315558437517;3105551441C;
VA VA000023;Voie Anonyme Numéro 000023;FENOUILLET;31182;31182A000023;;
CHE SAINT ROCH;Chemin Saint-Roch;CORNEBARRIEU;31150;311500000124;3101500185Y;
RUE MAURICE FONVIELLE;Rue Maurice Fonvielle;TOURNEFEUILLE;31557;315570000178;3105572620A;
VA VA000115;Voie Anonyme Numéro 000115;TOURNEFEUILLE;31557;31557A000115;;
CHE DE PEYRAILLES;Chemin De Peyrailles;LESPINASSE;31293;312930000036;3102930165E;
IMP DE L AVIATION;Impasse de l'Aviation;TOULOUSE;31555;315550425653;3105550724Y;
PAS J. BEZIAT;Passage J. Beziat;PIBRAC;31417;314170000033;3104170200D;
RUE DES PARADOUX;Rue des Paradoux;TOULOUSE;31555;315555168013;3105556520Y;
IMP BEAUJOLAIS;Impasse Beaujolais;TOULOUSE;31555;315550681651;3105550964J;
RUE STEPHANE MALLARME;Rue Stéphane Mallarmé;TOULOUSE;31555;315554312054;3105558324J;
PL DE L AUVERGNE;Place de l'Auvergne;COLOMIERS;31149;311490000041;3101490112Y;
VA VA000004;Voie Anonyme Numéro 000004;AIGREFEUILLE;31003;31003A000004;310003;
CHE DE LA BARIGOUDE;Chemin de la Barigoude;TOULOUSE;31555;315550553652;3105550852M;
CHE DE VALETTE HAUT;Chemin de Valette Haut;TOURNEFEUILLE;31557;315570000220;3105573512V;
VA VA000025;Voie Anonyme Numéro 000025;CASTELGINEST;31116;31116A000025;;
RUE GATIEN ARNOULT;Rue Gatien Arnoult;TOULOUSE;31555;315553113632;3105553780V;
IMP DU PONT;Impasse du Pont;AUSSONNE;31032;310320000096;3100320154C;
RUE DE L EGLANTIER;Rue de l'Églantier;VILLENEUVE-TOLOSANE;31588;315880000065;3105880356E;
RUE DES PEUPLIERS;Rue des Peupliers;PIBRAC;31417;314170000139;3104170335A;
CHE DU RUISSEAU;Chemin du Ruisseau;MONDONVILLE;31351;313510000072;3103510039R;
RUE BOULBONNE;Rue Boulbonne;TOULOUSE;31555;315551062414;3105551316S;
IMP FRANCOIS TRESSERRE;Impasse François Tresserre;TOULOUSE;31555;315558381506;3105553545P;
RUE CLAUDE DEBUSSY;Rue Claude Debussy;TOULOUSE;31555;315552182451;3105552100U;
PL DE LA LIBERTE;Place de la Liberté;CUGNAUX;31157;311570000138;3101570422A;
CHE PAYREAU;Chemin Payreau;VILLENEUVE-TOLOSANE;31588;315880000131;3105880660K;
RUE MARS;Rue Mars;LAUNAGUET;31282;312820000071;3102820191F;
RUE JEAN DUPLESSIS;Rue Jean Duplessis;TOULOUSE;31555;315552470403;3105554568B;
RUE MARC ARCIS;Rue Marc Arcis;TOULOUSE;31555;315550230451;3105555588K;
RUE CLAUDE GONIN;Rue Claude Gonin;TOULOUSE;31555;315553257608;3105552108C;
RUE DES ROUDOUS;Rue des Roudous;TOULOUSE;31555;315558444730;3105557649A;
RUE MARIE CLAIRE RESTOUX;Rue Marie-Claire Restoux;CUGNAUX;31157;311570000200;3101570459R;
CHE DE MONTRABE;Chemin De Montrabé;ST-JEAN;31488;314880000050;3104880450S;
RUE JEAN GRANDJEAN;Rue Jean Grandjean;TOULOUSE;31555;315558356153;3105554585V;
RUE DU CHATEAU;Rue du Château;BALMA;31044;310440000070;3100440246A;
ROCADE ARC EN CIEL;Rocade Arc-en-Ciel;TOURNEFEUILLE;31557;315570000021;310557;
RUE DU POLE;Rue du Pole;TOULOUSE;31555;315558417908;3105556983B;
ALL DE LA VANOISE;Allée de la Vanoise;COLOMIERS;31149;311490000463;3101491335C;
RUE GUILLAUME MARCHET;Rue Guillaume Marchet;CASTELGINEST;31116;311160000118;3101160521L;
VA VA000087;Voie Anonyme Numéro 000087;TOURNEFEUILLE;31557;31557A000087;;
RUE DE LA PLAINE;Rue de la Plaine;BRUGUIERES;31091;310910000153;3100910186F;
PL DE MILAN;Place de Milan;TOULOUSE;31555;315554636816;3105555944X;
RUE DE L OUEST;Rue de l'Ouest;TOULOUSE;31555;315555088006;3105556432C;
RUE ARISTOTE;Rue Aristote;TOULOUSE;31555;315550265639;3105550476D;
RUE JOUTX AIGUES;Rue Joutx Aigues;TOULOUSE;31555;315553676854;3105554788R;
CHE DE GRAMONT;Chemin de Gramont;COLOMIERS;31149;311490000210;3101490730V;
CHE DE NALBEZE;Chemin De Nalbèze;BRUGUIERES;31091;310910000024;310091B031U;
RUE SAINT LIGORY;Rue Saint Ligory;TOULOUSE;31555;315556294457;3105557888K;
RUE DE LA BOURDETTE;Rue de la Bourdette;BALMA;31044;310440000047;3100440253H;
AV DE VERSAILLES;Avenue de Versailles;CORNEBARRIEU;31150;311500000141;3101500215F;
PAS DE L ALLIER;Passage de l'Allier;TOURNEFEUILLE;31557;315570000009;3105570560L;
RUE JOSEPH HUBERT;Rue Joseph Hubert;BALMA;31044;310440000304;3100440473X;
RUE MARC SANGNIER;Rue Marc Sangnier;TOULOUSE;31555;315556476855;3105555592P;
RUE LAMOTHE LANGON;Rue Lamothe Langon;TOULOUSE;31555;315553830400;3105554984D;
RUE PAUL GAUGUIN;Rue Paul Gauguin;BLAGNAC;31069;310690000186;3100690755V;
RUE NOGARO;Rue Nogaro;PIBRAC;31417;314170000130;3104170305T;
AV DES ARENES ROMAINES;Avenue des Arènes Romaines;BLAGNAC;31069;310690000366;310069;
ALL DES ACACIAS;Allée des Acacias;TOULOUSE;31555;315550025618;3105550036A;
IMP DES ROSSIGNOLS;Impasse des Rossignols;VILLENEUVE-TOLOSANE;31588;315880000160;3105880770E;
RUE DE LA GRANGE;Rue de la Grange;CASTELGINEST;31116;311160000087;3101160490C;
AV DE BALARDOU;Avenue de Balardou;PIBRAC;31417;314170000016;3104170025N;
CHE DE LAUBAREDE;Chemin de Laubarède;AUSSONNE;31032;310320000062;3100320099T;
RUE PAUL FARRANDO;Rue Paul Farrando;TOULOUSE;31555;315559000018;3105556619F;
IMP DES ALOUETTES;Impasse des Alouettes;VILLENEUVE-TOLOSANE;31588;315880000003;3105880030A;
IMP DES CAMPETS;Impasse des Campets;CORNEBARRIEU;31150;311500000185;;
ALL DU MARENSIN;Allée du Marensin;COLOMIERS;31149;311490000272;3101490786F;
IMP MARTYRS DE BORDELONGUE;Impasse des Martyrs de Bordelongue;TOULOUSE;31555;315558368804;3105555743D;
LOT LE CASTELET;Lotissement le Castelet;AUSSONNE;31032;310320000024;310032A037V;
VA VA000011;Voie Anonyme Numéro 000011;BRAX;31088;31088A000011;;
RUE ALFRED DE MUSSET;Rue Alfred de Musset;TOULOUSE;31555;315554860860;3105550172Y;
ALL DE SOLOGNE;Allée de  Sologne;COLOMIERS;31149;311490000433;3101491210S;
CHE DU RUISSEAU;Chemin du Ruisseau;TOULOUSE;31555;315556092858;3105557684N;
RUE LOUIS MEROC;Rue Louis Méroc;VILLENEUVE-TOLOSANE;31588;315880000114;3105880534Y;
VA VA007579;Voie Anonyme Numéro 007579;TOULOUSE;31555;31555A007579;310555;
ALL DE L ARIEGE;Allée de l'Ariège;COLOMIERS;31149;311490000025;3101490050F;
RUE EMILE DEWOITINE;Rue Émile Dewoitine;CORNEBARRIEU;31150;311500000050;3101500052D;
ALL CHARLES MALPEL;Allée Charles Malpel;TOULOUSE;31555;315550006407;3105555534B;
RTE DE BRUGUIERES;Route de Bruguières;CASTELGINEST;31116;311160000029;3101160170E;
RUE DES NOISETIERS;Rue Des Noisetiers;BRUGUIERES;31091;310910000112;3100910150S;
RUE DES MESANGES;Rue des Mésanges;ST-ALBAN;31467;314670000090;3104670325X;
IMP LUCIEN SERVANTY;Impasse Lucien Servanty;BLAGNAC;31069;310690000383;3100690646B;
RUE DU PERTHUS;Rue du Perthus;TOURNEFEUILLE;31557;315570000352;3105572945D;
RUE DU GRAND CERF;Rue du Grand Cerf;TOURNEFEUILLE;31557;315570000099;3105571900T;
BD LAZARE CARNOT;Boulevard Lazare Carnot;TOULOUSE;31555;315551448023;3105555132P;
CHE DE LA CAROLE;Chemin De La Carole;GRATENTOUR;31230;312300000050;3102300020W;
IMP DE LOS APPARES;Impasse de Los Appares;SAINT-JORY;31490;314900000112;3104900020R;
CHE DE CORNEILLAN;Chemin de Corneillan;TOULOUSE;31555;315551955234;3105552304R;
CHE DU RAISIN;Chemin du Raisin;TOULOUSE;31555;315555702454;3105557248P;
RUE DES ERABLES;Rue des Érables;UNION;31561;315610000092;3105610220Z;
ESP GEORGES VALLEREY;Esplanade Georges Vallerey;TOULOUSE;31555;315557075255;3105553864L;
RUE LIONEL TERRAY;Rue Lionel Terray;TOULOUSE;31555;315556819257;3105555284E;
VA VA000027;Voie Anonyme Numéro 000027;ST-ALBAN;31467;31467A000027;;
PL DES EGLANTIERS;Place des Eglantiers;AUCAMVILLE;31022;310220000059;3100220122L;
RUE MARCEL DORET;Rue Marcel Doret;BLAGNAC;31069;310690000139;3100690655L;
RUE MARIE MESPLES;Rue Marie Mesples;BRAX;31088;310880000024;3100880076Z;
RUE J ET M DIEULAFOY;Rue Jane et Marcel Dieulafoy;TOULOUSE;31555;315552313623;3105554446U;
RPT LOUIS IZAR;Rond-point Louis Izar;TOULOUSE;31555;315558429804;3105555381K;
AV DU MARECHAL LECLERC;Avenue du Maréchal Leclerc;CUGNAUX;31157;311570000136;3101570332C;
RUE DU LIMOUSIN;Rue du Limousin;TOULOUSE;31555;315554131217;3105555276W;
RUE LAVOISIER;Rue Lavoisier;CUGNAUX;31157;311570000135;3101570392T;
AV EMILE DEWOITINE;Avenue Emile Dewoitine;TOULOUSE;31555;315558369406;3105552975V;
IMP ARLETTY;Impasse Arletty;TOULOUSE;31555;315558453657;3105550479G;
ALL HENRI BOSCO;Allée Henri Bosco;COLOMIERS;31149;311490000068;3101491400Y;
RUE CLAUSADE;Rue Clausade;TOULOUSE;31555;315551808024;3105552128Z;
RUE DANTON;Rue Danton;TOULOUSE;31555;315552134459;3105552484L;
CHE DE BEGOU;Chemin De Bégou;LESPINASSE;31293;312930000028;3102930020X;
RUE DE BEAUVOIR;Rue de Beauvoir;ST-ORENS-DE-GAMEVILLE;31506;315060000020;3105060430S;
IMP DES PETITES PYRENEES;Impasse des Petites Pyrénées;MONTRABE;31389;313890000109;;
RUE MARCEAU;Rue Marceau;TOULOUSE;31555;315554352027;3105555600Y;
IMP MARIE LAURENCIN;Impasse Marie Laurencin;TOULOUSE;31555;315558451943;3105555690W;
VA VA000053;Voie Anonyme Numéro 000053;TOURNEFEUILLE;31557;31557A000053;;
AV DU PR GUY ESPAGNO;Avenue du Professeur Guy Espagno;TOULOUSE;31555;315558412001;3105554075R;
RUE NESTOR BRUN;Rue Nestor Brun;TOULOUSE;31555;315551216021;3105556244Y;
CHE ALGAL;Chemin Algal;LAUNAGUET;31282;312820000002;3102820022X;
CHE DE CHEVREFEUILLE;Chemin de Chèvrefeuille;TOULOUSE;31555;315551731251;3105552020G;
RUE LESCOT;Rue Lescot;TOULOUSE;31555;315554051210;3105555188A;
PL DU DIX NEUF MARS 1962;Place du Dix-Neuf Mars 1962;COLOMIERS;31149;311490000001;3101490446L;
IMP DIDIER DAURAT;Impasse Didier Daurat;ST-ALBAN;31467;314670000053;3104670099B;
RUE DE LA POSTE;Rue de la Poste;BALMA;31044;310440000215;3100440700U;
RUE FILHOL;Rue Filhol;TOULOUSE;31555;315552803235;3105553304C;
CHE DES ADRETS;Chemin des Adrets;AUCAMVILLE;31022;310220000012;3100220004H;
RUE LUCIE AUBRAC;Rue Lucie Aubrac;FENOUILLET;31182;311820000119;;
PL FRANCOIS DEVEZE;Place François Deveze;TOULOUSE;31555;315558419520;3105553505W;
PL DE LA LEGION D HONNEUR;Place de la Légion d'Honneur;TOULOUSE;31555;315558451331;3105555139X;
RUE DES CAMELIAS;Rue des Camélias;BLAGNAC;31069;310690000081;3100690154S;
IMP CHARLES GENIAUX;Impasse Charles Geniaux;TOULOUSE;31555;315558379343;3105551938T;
RUE DE GUYENNE;Rue de Guyenne;QUINT;31445;314450000048;3104450160N;
BD ALAIN SAVARY;Boulevard Alain Savary;TOURNEFEUILLE;31557;315570000403;3105573949V;
PL SUZANNE BUISSON;Place Suzanne Buisson;TOULOUSE;31555;315551244812;3105558348K;
PL NAPOLEON;Place Napoléon;PIBRAC;31417;314170000129;3104170295G;
RUE DU CLAIR MATIN;Rue du Clair Matin;TOULOUSE;31555;315551798454;3105552068J;
IMP CHATIVE;Impasse Chative;FLOURENS;31184;311840000085;3101840062S;
RUE ISIDORE VALLEIX;Rue Isidore Valleix;TOULOUSE;31555;315557059217;3105558680W;
RUE DU JASMIN;Rue du Jasmin;UNION;31561;315610000132;3105610310X;
IMP DES SIRENES;Impasse des Sirènes;ST-ALBAN;31467;314670000134;3104670451J;
RPT DU PROFESSEUR DANIEL BLANC;Rond-Point du Professeur Daniel Blanc;TOULOUSE;31555;315559000227;3105557166A;
IMP DES BOUVREUILS;Impasse des Bouvreuils;VILLENEUVE-TOLOSANE;31588;315880000023;3105880140V;
IMP DU GENERAL BAUROT;Impasse du Général Baurot;TOULOUSE;31555;315558405604;3105553811D;
RUE DES MARTINETS;Rue des Martinets;TOURNEFEUILLE;31557;315570000281;3105572605J;
RUE VELASQUEZ;Rue Vélasquez;BLAGNAC;31069;310690000415;3100691067J;
VA VA000007;Voie Anonyme Numéro 000007;PIBRAC;31417;31417A000007;;
CHE DU CERE;Chemin du Ceré;LAUNAGUET;31282;312820000030;3102820086S;
RUE JEAN COCTEAU;Rue Jean Cocteau;BLAGNAC;31069;310690000108;3100690522S;
AV DES TILLEULS;Avenue des Tilleuls;BLAGNAC;31069;310690000397;3100691046L;
VA VA000066;Voie Anonyme Numéro 000066;TOURNEFEUILLE;31557;31557A000066;;
RUE DE TOULON;Rue de Toulon;TOULOUSE;31555;315556896030;3105558508J;
IMP DES CANARIS;Impasse des Canaris;BLAGNAC;31069;310690000086;3100690156U;
PL RAYMOND SERRAVERE;Place Raymond Serravere;TOULOUSE;31555;315558403543;3105557321U;
RUE PAUL ROCACHE;Rue Paul Rocaché;TOULOUSE;31555;315558435252;3105556643G;
IMP DE LA SOLOGNE;Impasse de la Sologne;TOURNEFEUILLE;31557;315570000411;3105573362G;
RUE DES MYOSOTIS;Rue des Myosotis;BLAGNAC;31069;310690000274;3100690715B;
RUE DES JONQUILLES;Rue des Jonquilles;BEAUZELLE;31056;310560000052;3100560075M;
CHE DE LESTANG;Chemin de Lestang;TOULOUSE;31555;315554064014;3105555204T;
IMP DES MARAICHERS;Impasse des Maraîchers;CASTELGINEST;31116;311160000117;3101160690V;
PL LOUIS ARAGON;Place Louis Aragon;FENOUILLET;31182;311820000007;3101820253H;
CLOS BEAU SOLEIL;Clos Beau Soleil;CASTELGINEST;31116;311160000209;3101160291L;
RUE DE L ABBE SICARD;Rue de l'abbé Sicard Alaman;TOULOUSE;31555;315550012814;3105550016D;
AV DU MAL LECLERC DE HAUTECLOCQUE;Avenue  Maréchal Leclerc de Hauteclocque;TOURNEFEUILLE;31557;315570000222;3105572514K;
RUE GLEYSES;Rue Gleyses;TOULOUSE;31555;315553232051;3105553932K;
PAS DE L ESCAT;Passage de l'Escat;BRAX;31088;310880000022;3100880108J;
RPT FIRMIN PONS;Ront-Point Firmin Pons;TOULOUSE;31555;315559000037;3105553317S;
RUE DES AGUDES;Rue des Agudes;TOULOUSE;31555;315558349042;3105550087F;
RUE DE LA CLE DES CHAMPS;Rue de la Clé des Champs;AUCAMVILLE;31022;310220000042;3100220103R;
IMP DU VERCORS;Impasse du Vercors;AUSSONNE;31032;310320000117;3100320215U;
RUE JEAN DE LA FONTAINE;Rue Jean de la Fontaine;CORNEBARRIEU;31150;311500000059;3101500082L;
RUE DU MONT LOZERE;Rue du Mont Lozère;UNION;31561;315610000144;3105610424W;
IMP DU DEPOSIT;Impasse du Déposit;LAUNAGUET;31282;312820000043;3102820100G;
RUE JEAN CRIQ;Rue Jean Criq;TOULOUSE;31555;315552064022;3105554556N;
RUE LOUIS VARNEY;Rue Louis Varney;TOULOUSE;31555;315557104036;3105555404K;
RPT LOUIS DESTREM;Rond-point Louis Destrem;TOULOUSE;31555;315559000142;3105555371Z;
RTE D ESPAGNE;Route d'Espagne;TOULOUSE;31555;315552624010;3105553064S;
RUE DU LAVOIR;Rue du Lavoir;VILLENEUVE-TOLOSANE;31588;315880000099;3105880524M;
PROM CHARLES GEORGES SICRE;Promenade Charles-Georges Sicre;TOULOUSE;31555;315559000106;3105551939U;
IMP PAUL FEVAL;Impasse Paul Feval;TOULOUSE;31555;315552787258;3105556624L;
IMP MICHEL ANGE;Impasse Michel Ange;TOULOUSE;31555;315554620839;3105555916S;
PL DE LA MAIRIE;Place de la Mairie;BEAUZELLE;31056;310560000115;3100560092F;
RUE DE L ALAGNON;Rue de l'Alagnon;TOULOUSE;31555;315550073610;3105550094N;
RUE GASTON BACHELARD;Rue Gaston Bachelard;TOULOUSE;31555;315550464004;3105553764C;
LE CLOS DE LAURAGAIS;Le Clos De Lauragais;MONS;31355;313550000017;310355A003D;
RUE DE LA TUILERIE;Rue De La Tuilerie;LESPINASSE;31293;312930000004;3102930220P;
RUE GUSTAVE EIFFEL;Rue Gustave Eiffel;CASTELGINEST;31116;311160000067;3101160522M;
IMP VIEUX CHEMIN DE GRENADE;Impasse Vieux Chemin de Grenade;BLAGNAC;31069;310690000202;3100691106B;
RUE ERNEST JEANBERNAT;Rue Ernest Jeanbernat;TOULOUSE;31555;315553616048;3105554514T;
RUE DE L AVEYRON;Rue de l'Aveyron;TOULOUSE;31555;315550422419;3105550720U;
RUE DE LA PLAINE;Rue de la Plaine;FENOUILLET;31182;311820000078;3101820330S;
COURS VOLTAIRE;Cours Voltaire;LAUNAGUET;31282;312820000120;3102820270S;
RUE D ARTAGNAN;Rue d'Artagnan;PIBRAC;31417;314170000011;3104170018F;
RUE DE LA GIBECIERE;Rue de la Gibecière;TOURNEFEUILLE;31557;315570000201;3105571881X;
RUE CLAUDE DEBUSSY;Rue Claude Debussy;VILLENEUVE-TOLOSANE;31588;315880000060;3105880320R;
RPT RAYMOND RUELLE;Rond-Point Raymond Ruelle;TOULOUSE;31555;315559000229;3105557315T;
VA VA000029;Voie Anonyme Numéro 000029;PIBRAC;31417;31417A000029;;
RUE DES MESANGES;Rue des Mésanges;TOURNEFEUILLE;31557;315570000292;3105572694F;
IMP ARAGON;Impasse Aragon;BALMA;31044;310440000013;3100440051N;
RUE D ARMAGNAC;Rue d'Armagnac;BLAGNAC;31069;310690000023;3100690046Z;
PL DES ALOUETTES;Place des Alouettes;AUCAMVILLE;31022;310220000014;3100220007L;
PL JEAN BELLIERES;Place Jean Bellières;ST-ORENS-DE-GAMEVILLE;31506;315060000023;3105060720G;
IMP DES CLEMATITES;Impasse des Clématites;VILLENEUVE-TOLOSANE;31588;315880000048;3105880268J;
ALL DE L EGLISE BONNEFOY;Allée de l'Eglise Bonnefoy;TOULOUSE;31555;315558373650;3105552912B;
RUE AUFRERY;Rue Aufrery;TOULOUSE;31555;315550374427;3105550632Y;
IMP DE LA GARE;Impasse de la Gare;PIBRAC;31417;314170000092;3104170141P;
RUE RAYMOND IV;Rue Raymond IV;SAINT-JORY;31490;314900000075;3104900180P;
GIRATOIRE JEAN AUGUSTE INGRES;Giratoire Jean Auguste Ingres;COLOMIERS;31149;311490000591;3101490713B;
PL DE FONTAINE LESTANG;Place de Fontaine Lestang;TOULOUSE;31555;315558425927;3105553381L;
AV ANTOINE PARMENTIER;Avenue Antoine Parmentier;BALMA;31044;310440000198;3100440036X;
RUE DU SERGENT VIGNE;Rue du Sergent Vigne;TOULOUSE;31555;315556608017;3105558240T;
ESP BERTRAND DE MONTAIGUT;Esplanade Bertrand De Montaigut;TOULOUSE;31555;315558441904;3105551118B;
VA VA000009;Voie Anonyme Numéro 000009;BLAGNAC;31069;31069A000009;;
CHEM FRANCOIS MAURIAC;Cheminement François Mauriac;TOULOUSE;31555;315558343859;3105553475N;
RUE MONTOULIEU VELANE;Rue Montoulieu Vélane;TOULOUSE;31555;315554774446;3105556080V;
VA VA000014;Voie Anonyme Numéro 000014;BEAUZELLE;31056;31056A000014;;
RUE ANDRE CAVAGNOL;Rue André Cavagnol;TOULOUSE;31555;315551542456;3105550296H;
RUE GILBERT SAMUEL TEBOUL;Rue Gilbert Samuel Teboul;TOULOUSE;31555;315559000222;3105553893T;
IMP SAINT HUBERT;Impasse Saint-Hubert;ST-ALBAN;31467;314670000125;3104670424E;
RUE DU COMMINGES;Rue Du Comminges;ST-JEAN;31488;314880000052;3104880170M;
PL FRANCOIS MITTERRAND;Place François Mitterrand;ST-JEAN;31488;314880000104;3104880243S;
RUE DES ORMEAUX;Rue des Ormeaux;FENOUILLET;31182;311820000070;3101820270B;
RUE JEAN MERMOZ;Rue Jean Mermoz;TOULOUSE;31555;315554598455;3105554610X;
PAS DES MARRONNIERS;Passage Des Marronniers;ST-JEAN;31488;314880000088;3104880440F;
BD MARCEL PAUL;Boulevard Marcel Paul;TOURNEFEUILLE;31557;315570000347;3105572512H;
IMP DES MONTS DES BOIS NOIRS;Impasse des Monts des Bois Noirs;UNION;31561;315610000305;;
IMP DES COTEAUX;Impasse des Côteaux;MONDONVILLE;31351;313510000025;3103510072B;
CHE DES BARRIERES;Chemin des Barrières;CASTELGINEST;31116;311160000013;3101160100D;
RUE PAUL VIDAL;Rue Paul Vidal;TOULOUSE;31555;315557222404;3105556660A;
ALL DE LA FAVIERE;Allée de la Favière;COLOMIERS;31149;311490000177;3101490576C;
RUE DU LAURAGAIS;Rue du Lauragais;PIBRAC;31417;314170000108;3104170247E;
AV LOUIS BAZERQUE;Avenue Louis Bazerque;TOULOUSE;31555;315558424407;3105555351C;
RUE CANTEGRIL;Rue Cantegril;TOULOUSE;31555;315551401653;3105551644Y;
IMP DES LAVANDES;Impasse des Lavandes;BLAGNAC;31069;310690000224;3100690578C;
RUE CHARLES BRUGAIT;Rue Charles Brugait;CUGNAUX;31157;311570000045;3101570166X;
IMP DES CLARINES;Impasse des Clarines;TOULOUSE;31555;315558406410;3105552086D;
RUE BERNADETTE;Rue Bernadette;TOULOUSE;31555;315550803243;3105551068X;
PL DU 19 MARS 1962;Place Du 19 Mars 1962;MONTRABE;31389;313890000020;3103890040B;
ALL DE LA SAONE;Allée de la Saône;COLOMIERS;31149;311490000417;3101491141S;
IMP DES CANARIS;Impasse des Canaris;VILLENEUVE-TOLOSANE;31588;315880000033;3105880170C;
CHE DE LANCEFOC;Chemin de Lancefoc;AUSSONNE;31032;310320000060;3100320092K;
RUE FRANCOISE;Rue Françoise;AUCAMVILLE;31022;310220000071;3100220145L;
VA VA000022;Voie Anonyme Numéro 000022;ST-ALBAN;31467;31467A000022;;
RUE DU DOCTEUR BAUDET;Rue du Docteur Baudet;TOURNEFEUILLE;31557;315570000039;3105573020K;
CHE DE BRUGUIERES;Chemin de Bruguières;FENOUILLET;31182;311820000020;3101820064C;
RUE RENE SENTENAC;Rue René Sentenac;TOULOUSE;31555;315556588816;3105557412T;
RUE DE L ARENAL;Rue de l'Arénal;CASTELGINEST;31116;311160000006;3101160050Z;
RUE COULI;Rue Couli;ST-ORENS-DE-GAMEVILLE;31506;315060000056;3105060600B;
RUE DES COTEAUX;Rue des Coteaux;QUINT;31445;314450000032;3104450105D;
RUE DES BERNIERES;Rue des Bernières;ST-ORENS-DE-GAMEVILLE;31506;315060000024;3105060441D;
RUE DE LA MAIRIE;Rue de la Mairie;LESPINASSE;31293;312930000045;3102930131T;
RUE CANCE;Rue Cance;TOULOUSE;31555;315551382442;3105551620X;
PL DU CHATEAU;Place du Château;BRAX;31088;310880000010;3100880029Y;
RUE DU MONT VALLIER;Rue du Mont Vallier;QUINT;31445;314450000123;3104450250L;
PAS DU QUATORZE JUILLET;Passage du Quatorze Juillet;BALMA;31044;310440000134;3100440724V;
RUE BAUDELAIRE;Rue Baudelaire;ST-JEAN;31488;314880000007;3104880046C;
RTE DE BRUGUIERES;Route De Bruguières;GRATENTOUR;31230;312300000011;3102300024A;
CHE PELINQUIN;Chemin Pelinquin;DREMIL-LAFAGE;31163;311630000025;310163B068W;
RUE DE LA TOURAINE;Rue de la Touraine;TOULOUSE;31555;315556908844;3105558524B;
AV CONDORCET;Avenue Condorcet;LAUNAGUET;31282;312820000036;3102820075E;
IMP BORDA;Impasse Borda;TOULOUSE;31555;315551004852;3105551268P;
AV JOSEPH LE BRIX;Avenue Joseph le Brix;TOULOUSE;31555;315554009625;3105554760K;
RUE DES BOLETS;Rue des Bolets;ST-ORENS-DE-GAMEVILLE;31506;315060000026;3105060450N;
CHE DU CHATEAU CRU;Chemin du Château-Cru;PIBRAC;31417;314170000057;3104170056X;
CLOS DES CEVENNES;Clos des Cévennes;TOURNEFEUILLE;31557;315570000101;3105571180K;
RUE DES REGANS;Rue des Regans;TOULOUSE;31555;315555792031;3105557352C;
RUE JEAN VICTORIN DEQUE;Rue Jean-Victorin Deque;TOULOUSE;31555;315552246420;3105558832L;
ALL DE LA SEVRE;Allée de la Sèvre;COLOMIERS;31149;311490000426;3101491182L;
RUE DES TAMARIS;Rue des Tamaris;TOURNEFEUILLE;31557;315570000418;3105573400Y;
PAS DE L OURMETTE;Passage de l'Ourmette;BLAGNAC;31069;310690000299;3100690746K;
RUE D AUSTERLITZ;Rue d'Austerlitz;TOULOUSE;31555;315550400035;3105550696T;
IMP DU ROUCHET;Impasse du Rouchet;CORNEBARRIEU;31150;311500000118;3101500177P;
IMP LEQUIEM;Impasse Lequiem;SEILH;31541;315410000043;3105410090V;
RUE DE L EUROPE;Rue de l'Europe;AUCAMVILLE;31022;310220000062;3100220135A;
ALL DES GLENANS;Allée des Glénans;COLOMIERS;31149;311490000209;3101490731W;
RUE DE LA REUNION;Rue de la Réunion;ST-ORENS-DE-GAMEVILLE;31506;315060000169;3105061075T;
VA VA000018;Voie Anonyme Numéro 000018;PIBRAC;31417;31417A000018;;
RUE DES PINSONS;Rue des Pinsons;UNION;31561;315610000220;3105610630V;
